Year,City,Sport,Discipline,Athlete,Country Code,Country,Gender,Event,Medal
1932,Lake Placid,Bobsleigh,Bobsleigh,"FONJALLAZ, Gustave",SUI,Switzerland,Men,Two-Man,Silver
1932,Lake Placid,Bobsleigh,Bobsleigh,"FONJALLAZ, René",SUI,Switzerland,Men,Two-Man,Silver
1932,Lake Placid,Bobsleigh,Bobsleigh,"GEIER, Oscar",SUI,Switzerland,Men,Two-Man,Silver
1932,Lake Placid,Bobsleigh,Bobsleigh,"JENNY, Charles",SUI,Switzerland,Men,Two-Man,Silver
1932,Lake Placid,Bobsleigh,Bobsleigh,"KLOETTA, Antoine",SUI,Switzerland,Men,Two-Man,Silver
1932,Lake Placid,Bobsleigh,Bobsleigh,"STAUFFER, William",SUI,Switzerland,Men,Two-Man,Silver
1932,Lake Placid,Ice Hockey,Ice Hockey,"BALL, Rudolf",GER,Germany,Men,Ice Hockey,Bronze
1932,Lake Placid,Ice Hockey,Ice Hockey,"HEINRICH, Alfred",GER,Germany,Men,Ice Hockey,Bronze
1932,Lake Placid,Ice Hockey,Ice Hockey,"HERKER, Erich",GER,Germany,Men,Ice Hockey,Bronze
1932,Lake Placid,Ice Hockey,Ice Hockey,"JÄNECKE, Gustav",GER,Germany,Men,Ice Hockey,Bronze
1932,Lake Placid,Ice Hockey,Ice Hockey,"KORFF, Werner",GER,Germany,Men,Ice Hockey,Bronze
1932,Lake Placid,Ice Hockey,Ice Hockey,"LEINWEBER, Walter",GER,Germany,Men,Ice Hockey,Bronze
1932,Lake Placid,Ice Hockey,Ice Hockey,"RÖMER, Erich",GER,Germany,Men,Ice Hockey,Bronze
1932,Lake Placid,Ice Hockey,Ice Hockey,"SCHRÖTTLE, Martin",GER,Germany,Men,Ice Hockey,Bronze
1932,Lake Placid,Ice Hockey,Ice Hockey,"SLEVOGT, Marquardt",GER,Germany,Men,Ice Hockey,Bronze
1932,Lake Placid,Ice Hockey,Ice Hockey,"STROBL, Georg",GER,Germany,Men,Ice Hockey,Bronze
1932,Lake Placid,Ice Hockey,Ice Hockey,"COCKBURN, William George",CAN,Canada,Men,Ice Hockey,Gold
1932,Lake Placid,Ice Hockey,Ice Hockey,"CROWLEY, Clifford",CAN,Canada,Men,Ice Hockey,Gold
1932,Lake Placid,Ice Hockey,Ice Hockey,"DUNCANSON, Albert",CAN,Canada,Men,Ice Hockey,Gold
1932,Lake Placid,Ice Hockey,Ice Hockey,"GARBUTT, George",CAN,Canada,Men,Ice Hockey,Gold
1932,Lake Placid,Ice Hockey,Ice Hockey,"HINKEL, Roy",CAN,Canada,Men,Ice Hockey,Gold
1932,Lake Placid,Ice Hockey,Ice Hockey,"LINDQUIST, C. Victor",CAN,Canada,Men,Ice Hockey,Gold
1932,Lake Placid,Ice Hockey,Ice Hockey,"MALLOY, Norman",CAN,Canada,Men,Ice Hockey,Gold
1932,Lake Placid,Ice Hockey,Ice Hockey,"MONSON, Walter",CAN,Canada,Men,Ice Hockey,Gold
1932,Lake Placid,Ice Hockey,Ice Hockey,"MOORE, Kenneth",CAN,Canada,Men,Ice Hockey,Gold
1932,Lake Placid,Ice Hockey,Ice Hockey,"RIVERS, N.Romeo",CAN,Canada,Men,Ice Hockey,Gold
1932,Lake Placid,Ice Hockey,Ice Hockey,"SIMPSON, Harold",CAN,Canada,Men,Ice Hockey,Gold
1932,Lake Placid,Ice Hockey,Ice Hockey,"SUTHERLAND, Hugh",CAN,Canada,Men,Ice Hockey,Gold
1932,Lake Placid,Ice Hockey,Ice Hockey,"WAGNER, W. Stanley",CAN,Canada,Men,Ice Hockey,Gold
1932,Lake Placid,Ice Hockey,Ice Hockey,"WISE, J. Alliston",CAN,Canada,Men,Ice Hockey,Gold
1932,Lake Placid,Ice Hockey,Ice Hockey,"ANDERSON, Osborn",USA,United States,Men,Ice Hockey,Silver
1932,Lake Placid,Ice Hockey,Ice Hockey,"BENT, John Peale",USA,United States,Men,Ice Hockey,Silver
1932,Lake Placid,Ice Hockey,Ice Hockey,"CHASE, John Pierce",USA,United States,Men,Ice Hockey,Silver
1932,Lake Placid,Ice Hockey,Ice Hockey,"COOKMAN, John Emery",USA,United States,Men,Ice Hockey,Silver
1932,Lake Placid,Ice Hockey,Ice Hockey,"EVERETT, Douglas Newton",USA,United States,Men,Ice Hockey,Silver
1932,Lake Placid,Ice Hockey,Ice Hockey,"FARRELL, Franklin",USA,United States,Men,Ice Hockey,Silver
1932,Lake Placid,Ice Hockey,Ice Hockey,"FITZGERALD, Joseph",USA,United States,Men,Ice Hockey,Silver
1932,Lake Placid,Ice Hockey,Ice Hockey,"FRAZIER, Edward Hartwell",USA,United States,Men,Ice Hockey,Silver
1932,Lake Placid,Ice Hockey,Ice Hockey,"GARRISON, John Bright",USA,United States,Men,Ice Hockey,Silver
1932,Lake Placid,Ice Hockey,Ice Hockey,"HALLOCK, Gerard",USA,United States,Men,Ice Hockey,Silver
1932,Lake Placid,Ice Hockey,Ice Hockey,"LIVINGSTON, Robert Cambridge",USA,United States,Men,Ice Hockey,Silver
1932,Lake Placid,Ice Hockey,Ice Hockey,"NELSON, Francis Augustus",USA,United States,Men,Ice Hockey,Silver
1932,Lake Placid,Ice Hockey,Ice Hockey,"PALMER, Winthrop Hale",USA,United States,Men,Ice Hockey,Silver
1932,Lake Placid,Ice Hockey,Ice Hockey,"SMITH, Gordon",USA,United States,Men,Ice Hockey,Silver
1932,Lake Placid,Skating,Figure skating,"WILSON, Montgomery",CAN,Canada,Men,Individual,Bronze
1932,Lake Placid,Skating,Figure skating,"SCHÄFER, Karl",AUT,Austria,Men,Individual,Gold
1932,Lake Placid,Skating,Figure skating,"GRAFSTRÖM, Gillis",SWE,Sweden,Men,Individual,Silver
1932,Lake Placid,Skating,Figure skating,"VINSON, Maribel",USA,United States,Women,Individual,Bronze
1932,Lake Placid,Skating,Figure skating,"HENIE, Sonja",NOR,Norway,Women,Individual,Gold
1932,Lake Placid,Skating,Figure skating,"BURGER, Fritzi",AUT,Austria,Women,Individual,Silver
1932,Lake Placid,Skating,Figure skating,"ROTTER, Emilia",HUN,Hungary,Women,Pairs,Bronze
1932,Lake Placid,Skating,Figure skating,"SZOLLAS, Laszlo",HUN,Hungary,Men,Pairs,Bronze
1932,Lake Placid,Skating,Figure skating,"BRUNET, Andrée",FRA,France,Women,Pairs,Gold
1932,Lake Placid,Skating,Figure skating,"BRUNET, Pierre",FRA,France,Men,Pairs,Gold
1932,Lake Placid,Skating,Figure skating,"BADGER, Sherwin",USA,United States,Men,Pairs,Silver
1932,Lake Placid,Skating,Figure skating,"LOUGHRAN, Beatrix",USA,United States,Women,Pairs,Silver
1932,Lake Placid,Skating,Speed skating,"STACK, Frank",CAN,Canada,Men,10000M,Bronze
1932,Lake Placid,Skating,Speed skating,"JAFFEE, Irving",USA,United States,Men,10000M,Gold
1932,Lake Placid,Skating,Speed skating,"BALLANGRUD, Ivar",NOR,Norway,Men,10000M,Silver
1932,Lake Placid,Skating,Speed skating,"LOGAN, William F.",CAN,Canada,Men,1500M,Bronze
1932,Lake Placid,Skating,Speed skating,"SHEA, John A.",USA,United States,Men,1500M,Gold
1932,Lake Placid,Skating,Speed skating,"HURD, Alexander",CAN,Canada,Men,1500M,Silver
1932,Lake Placid,Skating,Speed skating,"LOGAN, William F.",CAN,Canada,Men,5000M,Bronze
1932,Lake Placid,Skating,Speed skating,"JAFFEE, Irving",USA,United States,Men,5000M,Gold
1932,Lake Placid,Skating,Speed skating,"MURPHY, Edward",USA,United States,Men,5000M,Silver
1932,Lake Placid,Skating,Speed skating,"HURD, Alexander",CAN,Canada,Men,500M,Bronze
1932,Lake Placid,Skating,Speed skating,"SHEA, John A.",USA,United States,Men,500M,Gold
1932,Lake Placid,Skating,Speed skating,"EVENSEN, Bernt",NOR,Norway,Men,500M,Silver
1932,Lake Placid,Skiing,Cross Country Skiing,"SAARINEN, Veli",FIN,Finland,Men,18KM,Bronze
1932,Lake Placid,Skiing,Cross Country Skiing,"UTTERSTRÖM, Sven",SWE,Sweden,Men,18KM,Gold
1932,Lake Placid,Skiing,Cross Country Skiing,"WIKSTRÖM, Axel",SWE,Sweden,Men,18KM,Silver
1932,Lake Placid,Skiing,Cross Country Skiing,"RUSTADSTUEN, Arne",NOR,Norway,Men,50KM,Bronze
1932,Lake Placid,Skiing,Cross Country Skiing,"SAARINEN, Veli",FIN,Finland,Men,50KM,Gold
1932,Lake Placid,Skiing,Cross Country Skiing,"LIIKKANEN, Väinö",FIN,Finland,Men,50KM,Silver
1932,Lake Placid,Skiing,Nordic Combined,"VINJARENGEN, Hans",NOR,Norway,Men,Individual,Bronze
1932,Lake Placid,Skiing,Nordic Combined,"GROTTUMSBRAATEN, Johan",NOR,Norway,Men,Individual,Gold
1932,Lake Placid,Skiing,Nordic Combined,"STENEN, Ole",NOR,Norway,Men,Individual,Silver
1932,Lake Placid,Skiing,Ski Jumping,"WALBERG, Kaare",NOR,Norway,Men,K90 Individual (70M),Bronze
1932,Lake Placid,Skiing,Ski Jumping,"RUUD, Birger",NOR,Norway,Men,K90 Individual (70M),Gold
1932,Lake Placid,Skiing,Ski Jumping,"BECK, Hans",NOR,Norway,Men,K90 Individual (70M),Silver
1936,Garmisch Partenkirchen,Bobsleigh,Bobsleigh,"CARDNO, James Farquhar",GBR,United Kingdom,Men,Four-Man,Bronze
1936,Garmisch Partenkirchen,Bobsleigh,Bobsleigh,"DUGDALE, Gary",GBR,United Kingdom,Men,Four-Man,Bronze
1936,Garmisch Partenkirchen,Bobsleigh,Bobsleigh,"GREEN, Charles Patrick",GBR,United Kingdom,Men,Four-Man,Bronze
1936,Garmisch Partenkirchen,Bobsleigh,Bobsleigh,"MCEVOY, Frederick James",GBR,United Kingdom,Men,Four-Man,Bronze
1936,Garmisch Partenkirchen,Bobsleigh,Bobsleigh,"BEERLI, Joseph",SUI,Switzerland,Men,Four-Man,Gold
1936,Garmisch Partenkirchen,Bobsleigh,Bobsleigh,"BOUVIER, Charles",SUI,Switzerland,Men,Four-Man,Gold
1936,Garmisch Partenkirchen,Bobsleigh,Bobsleigh,"GARTMANN, Arnold",SUI,Switzerland,Men,Four-Man,Gold
1936,Garmisch Partenkirchen,Bobsleigh,Bobsleigh,"MUSY, Pierre",SUI,Switzerland,Men,Four-Man,Gold
1936,Garmisch Partenkirchen,Bobsleigh,Bobsleigh,"AICHELE, Hans",SUI,Switzerland,Men,Four-Man,Silver
1936,Garmisch Partenkirchen,Bobsleigh,Bobsleigh,"BÜTIKOFER, Hans",SUI,Switzerland,Men,Four-Man,Silver
1936,Garmisch Partenkirchen,Bobsleigh,Bobsleigh,"CAPADRUTT, Reto",SUI,Switzerland,Men,Four-Man,Silver
1936,Garmisch Partenkirchen,Bobsleigh,Bobsleigh,"FEIERABEND, Fritz",SUI,Switzerland,Men,Four-Man,Silver
1936,Garmisch Partenkirchen,Bobsleigh,Bobsleigh,"COLGATE, Gilbert",USA,United States,Men,Two-Man,Bronze
1936,Garmisch Partenkirchen,Bobsleigh,Bobsleigh,"LAWRENCE, Richard Webster",USA,United States,Men,Two-Man,Bronze
1936,Garmisch Partenkirchen,Bobsleigh,Bobsleigh,"BROWN, Ivan Elmore",USA,United States,Men,Two-Man,Gold
1936,Garmisch Partenkirchen,Bobsleigh,Bobsleigh,"WASHBOND, Alan M.",USA,United States,Men,Two-Man,Gold
1936,Garmisch Partenkirchen,Bobsleigh,Bobsleigh,"BEERLI, Joseph",SUI,Switzerland,Men,Two-Man,Silver
1936,Garmisch Partenkirchen,Bobsleigh,Bobsleigh,"FEIERABEND, Fritz",SUI,Switzerland,Men,Two-Man,Silver
1936,Garmisch Partenkirchen,Ice Hockey,Ice Hockey,"GARRISON, John Bright",USA,United States,Men,Ice Hockey,Bronze
1936,Garmisch Partenkirchen,Ice Hockey,Ice Hockey,"KAMMER, August",USA,United States,Men,Ice Hockey,Bronze
1936,Garmisch Partenkirchen,Ice Hockey,Ice Hockey,"LA BATTE, Philip William",USA,United States,Men,Ice Hockey,Bronze
1936,Garmisch Partenkirchen,Ice Hockey,Ice Hockey,"LAX, John Charles",USA,United States,Men,Ice Hockey,Bronze
1936,Garmisch Partenkirchen,Ice Hockey,Ice Hockey,"MOONE, Thomas",USA,United States,Men,Ice Hockey,Bronze
1936,Garmisch Partenkirchen,Ice Hockey,Ice Hockey,"ROSS, Eldridge Baker",USA,United States,Men,Ice Hockey,Bronze
1936,Garmisch Partenkirchen,Ice Hockey,Ice Hockey,"ROWE, Paul Edward",USA,United States,Men,Ice Hockey,Bronze
1936,Garmisch Partenkirchen,Ice Hockey,Ice Hockey,"SHAUGHNESSY, Francis John",USA,United States,Men,Ice Hockey,Bronze
1936,Garmisch Partenkirchen,Ice Hockey,Ice Hockey,"SMITH, Gordon",USA,United States,Men,Ice Hockey,Bronze
1936,Garmisch Partenkirchen,Ice Hockey,Ice Hockey,"SPAIN, Francis Jones",USA,United States,Men,Ice Hockey,Bronze
1936,Garmisch Partenkirchen,Ice Hockey,Ice Hockey,"STUBBS, Frank Raymond",USA,United States,Men,Ice Hockey,Bronze
1936,Garmisch Partenkirchen,Ice Hockey,Ice Hockey,"ARCHER, Alexander",GBR,United Kingdom,Men,Ice Hockey,Gold
1936,Garmisch Partenkirchen,Ice Hockey,Ice Hockey,"BORLAND, James Andrew",GBR,United Kingdom,Men,Ice Hockey,Gold
1936,Garmisch Partenkirchen,Ice Hockey,Ice Hockey,"BRENCHLEY, Edgar",GBR,United Kingdom,Men,Ice Hockey,Gold
1936,Garmisch Partenkirchen,Ice Hockey,Ice Hockey,"CHAPPELL, James",GBR,United Kingdom,Men,Ice Hockey,Gold
1936,Garmisch Partenkirchen,Ice Hockey,Ice Hockey,"COWARD, John",GBR,United Kingdom,Men,Ice Hockey,Gold
1936,Garmisch Partenkirchen,Ice Hockey,Ice Hockey,"DAILLEY, Gordon Debenham",GBR,United Kingdom,Men,Ice Hockey,Gold
1936,Garmisch Partenkirchen,Ice Hockey,Ice Hockey,"DAVEY, John Gerald",GBR,United Kingdom,Men,Ice Hockey,Gold
1936,Garmisch Partenkirchen,Ice Hockey,Ice Hockey,"ERHARDT, Carl",GBR,United Kingdom,Men,Ice Hockey,Gold
1936,Garmisch Partenkirchen,Ice Hockey,Ice Hockey,"FOSTER, James",GBR,United Kingdom,Men,Ice Hockey,Gold
1936,Garmisch Partenkirchen,Ice Hockey,Ice Hockey,"KILPATRICK, John",GBR,United Kingdom,Men,Ice Hockey,Gold
1936,Garmisch Partenkirchen,Ice Hockey,Ice Hockey,"STINCHCOMBE, Archibald",GBR,United Kingdom,Men,Ice Hockey,Gold
1936,Garmisch Partenkirchen,Ice Hockey,Ice Hockey,"WYMAN, Robert",GBR,United Kingdom,Men,Ice Hockey,Gold
1936,Garmisch Partenkirchen,Ice Hockey,Ice Hockey,"DEACON, Maxwell Arnold",CAN,Canada,Men,Ice Hockey,Silver
1936,Garmisch Partenkirchen,Ice Hockey,Ice Hockey,"FARGUHARSON, Hugh",CAN,Canada,Men,Ice Hockey,Silver
1936,Garmisch Partenkirchen,Ice Hockey,Ice Hockey,"FARMER-HORN, Kenneth",CAN,Canada,Men,Ice Hockey,Silver
1936,Garmisch Partenkirchen,Ice Hockey,Ice Hockey,"HAGGARTY, James",CAN,Canada,Men,Ice Hockey,Silver
1936,Garmisch Partenkirchen,Ice Hockey,Ice Hockey,"KITCHEN, Walter",CAN,Canada,Men,Ice Hockey,Silver
1936,Garmisch Partenkirchen,Ice Hockey,Ice Hockey,"MILTON, Raymond",CAN,Canada,Men,Ice Hockey,Silver
1936,Garmisch Partenkirchen,Ice Hockey,Ice Hockey,"MOORE, Francis",CAN,Canada,Men,Ice Hockey,Silver
1936,Garmisch Partenkirchen,Ice Hockey,Ice Hockey,"MURRAY, Herman",CAN,Canada,Men,Ice Hockey,Silver
1936,Garmisch Partenkirchen,Ice Hockey,Ice Hockey,"NASH, Arthur",CAN,Canada,Men,Ice Hockey,Silver
1936,Garmisch Partenkirchen,Ice Hockey,Ice Hockey,"NEVILLE, David John",CAN,Canada,Men,Ice Hockey,Silver
1936,Garmisch Partenkirchen,Ice Hockey,Ice Hockey,"SINCLAIR, Alexander",CAN,Canada,Men,Ice Hockey,Silver
1936,Garmisch Partenkirchen,Ice Hockey,Ice Hockey,"ST.GERMAIN, Ralph",CAN,Canada,Men,Ice Hockey,Silver
1936,Garmisch Partenkirchen,Ice Hockey,Ice Hockey,"THOMSON, William",CAN,Canada,Men,Ice Hockey,Silver
1936,Garmisch Partenkirchen,Skating,Figure skating,"KASPAR, Felix",AUT,Austria,Men,Individual,Bronze
1936,Garmisch Partenkirchen,Skating,Figure skating,"SCHÄFER, Karl",AUT,Austria,Men,Individual,Gold
1936,Garmisch Partenkirchen,Skating,Figure skating,"BAIER, Ernst",GER,Germany,Men,Individual,Silver
1936,Garmisch Partenkirchen,Skating,Figure skating,"HULTEN, Vivi-Anne",SWE,Sweden,Women,Individual,Bronze
1936,Garmisch Partenkirchen,Skating,Figure skating,"HENIE, Sonja",NOR,Norway,Women,Individual,Gold
1936,Garmisch Partenkirchen,Skating,Figure skating,"COLLEDGE, Cecilia",GBR,United Kingdom,Women,Individual,Silver
1936,Garmisch Partenkirchen,Skating,Figure skating,"ROTTER, Emilia",HUN,Hungary,Women,Pairs,Bronze
1936,Garmisch Partenkirchen,Skating,Figure skating,"SZOLLAS, Laszlo",HUN,Hungary,Men,Pairs,Bronze
1936,Garmisch Partenkirchen,Skating,Figure skating,"BAIER, Ernst",GER,Germany,Men,Pairs,Gold
1936,Garmisch Partenkirchen,Skating,Figure skating,"HERBER, Maxi",GER,Germany,Women,Pairs,Gold
1936,Garmisch Partenkirchen,Skating,Figure skating,"PAUSIN, Erik",AUT,Austria,Men,Pairs,Silver
1936,Garmisch Partenkirchen,Skating,Figure skating,"PAUSIN, Ilse",AUT,Austria,Women,Pairs,Silver
1936,Garmisch Partenkirchen,Skating,Speed skating,"STIEPL, Max",AUT,Austria,Men,10000M,Bronze
1936,Garmisch Partenkirchen,Skating,Speed skating,"BALLANGRUD, Ivar",NOR,Norway,Men,10000M,Gold
1936,Garmisch Partenkirchen,Skating,Speed skating,"WASENIUS, Birger",FIN,Finland,Men,10000M,Silver
1936,Garmisch Partenkirchen,Skating,Speed skating,"WASENIUS, Birger",FIN,Finland,Men,1500M,Bronze
1936,Garmisch Partenkirchen,Skating,Speed skating,"MATHISEN, Charles",NOR,Norway,Men,1500M,Gold
1936,Garmisch Partenkirchen,Skating,Speed skating,"BALLANGRUD, Ivar",NOR,Norway,Men,1500M,Silver
1936,Garmisch Partenkirchen,Skating,Speed skating,"OJALA, Antero",FIN,Finland,Men,5000M,Bronze
1936,Garmisch Partenkirchen,Skating,Speed skating,"BALLANGRUD, Ivar",NOR,Norway,Men,5000M,Gold
1936,Garmisch Partenkirchen,Skating,Speed skating,"WASENIUS, Birger",FIN,Finland,Men,5000M,Silver
1936,Garmisch Partenkirchen,Skating,Speed skating,"FREISINGER, Leo",USA,United States,Men,500M,Bronze
1936,Garmisch Partenkirchen,Skating,Speed skating,"BALLANGRUD, Ivar",NOR,Norway,Men,500M,Gold
1936,Garmisch Partenkirchen,Skating,Speed skating,"KROG, Georg",NOR,Norway,Men,500M,Silver
1936,Garmisch Partenkirchen,Skiing,Alpine Skiing,"ALLAIS, Emile",FRA,France,Men,Alpine Combined,Bronze
1936,Garmisch Partenkirchen,Skiing,Alpine Skiing,"PFNÜR, Franz",GER,Germany,Men,Alpine Combined,Gold
1936,Garmisch Partenkirchen,Skiing,Alpine Skiing,"LANTSCHNER, Gustav",GER,Germany,Men,Alpine Combined,Silver
1936,Garmisch Partenkirchen,Skiing,Alpine Skiing,"SCHOU-NILSEN, Laila",NOR,Norway,Women,Alpine Combined,Bronze
1936,Garmisch Partenkirchen,Skiing,Alpine Skiing,"CRANZ, Christel",GER,Germany,Women,Alpine Combined,Gold
1936,Garmisch Partenkirchen,Skiing,Alpine Skiing,"GRASEGGER, Käthe",GER,Germany,Women,Alpine Combined,Silver
1936,Garmisch Partenkirchen,Skiing,Cross Country Skiing,"NIEMI, Pekka",FIN,Finland,Men,18KM,Bronze
1936,Garmisch Partenkirchen,Skiing,Cross Country Skiing,"LARSSON, Erik August",SWE,Sweden,Men,18KM,Gold
1936,Garmisch Partenkirchen,Skiing,Cross Country Skiing,"HAGEN, Oddbjorn",NOR,Norway,Men,18KM,Silver
1936,Garmisch Partenkirchen,Skiing,Cross Country Skiing,"BERGER, John",SWE,Sweden,Men,4X10KM Relay,Bronze
1936,Garmisch Partenkirchen,Skiing,Cross Country Skiing,"HÄGGBLAD, Artur",SWE,Sweden,Men,4X10KM Relay,Bronze
1936,Garmisch Partenkirchen,Skiing,Cross Country Skiing,"LARSSON, Erik August",SWE,Sweden,Men,4X10KM Relay,Bronze
1936,Garmisch Partenkirchen,Skiing,Cross Country Skiing,"MATSBO, Martin",SWE,Sweden,Men,4X10KM Relay,Bronze
1936,Garmisch Partenkirchen,Skiing,Cross Country Skiing,"JALKANEN, Kalle",FIN,Finland,Men,4X10KM Relay,Gold
1936,Garmisch Partenkirchen,Skiing,Cross Country Skiing,"KARPPINEN, Klaus",FIN,Finland,Men,4X10KM Relay,Gold
1936,Garmisch Partenkirchen,Skiing,Cross Country Skiing,"LÄHDE, Matti",FIN,Finland,Men,4X10KM Relay,Gold
1936,Garmisch Partenkirchen,Skiing,Cross Country Skiing,"NURMELA, Sulo",FIN,Finland,Men,4X10KM Relay,Gold
1936,Garmisch Partenkirchen,Skiing,Cross Country Skiing,"BRODAHL, Sverre",NOR,Norway,Men,4X10KM Relay,Silver
1936,Garmisch Partenkirchen,Skiing,Cross Country Skiing,"HAGEN, Oddbjorn",NOR,Norway,Men,4X10KM Relay,Silver
1936,Garmisch Partenkirchen,Skiing,Cross Country Skiing,"HOFFSBAKKEN, Olaf",NOR,Norway,Men,4X10KM Relay,Silver
1936,Garmisch Partenkirchen,Skiing,Cross Country Skiing,"IVERSEN, Bjarne",NOR,Norway,Men,4X10KM Relay,Silver
1936,Garmisch Partenkirchen,Skiing,Cross Country Skiing,"ENGLUND, Nils-Joel",SWE,Sweden,Men,50KM,Bronze
1936,Garmisch Partenkirchen,Skiing,Cross Country Skiing,"WIKLUND, Elis",SWE,Sweden,Men,50KM,Gold
1936,Garmisch Partenkirchen,Skiing,Cross Country Skiing,"WIKSTRÖM, Axel",SWE,Sweden,Men,50KM,Silver
1936,Garmisch Partenkirchen,Skiing,Nordic Combined,"BRODAHL, Sverre",NOR,Norway,Men,Individual,Bronze
1936,Garmisch Partenkirchen,Skiing,Nordic Combined,"HAGEN, Oddbjorn",NOR,Norway,Men,Individual,Gold
1936,Garmisch Partenkirchen,Skiing,Nordic Combined,"HOFFSBAKKEN, Olaf",NOR,Norway,Men,Individual,Silver
1936,Garmisch Partenkirchen,Skiing,Ski Jumping,"ANDERSEN, Reidar",NOR,Norway,Men,K90 Individual (70M),Bronze
1936,Garmisch Partenkirchen,Skiing,Ski Jumping,"RUUD, Birger",NOR,Norway,Men,K90 Individual (70M),Gold
1936,Garmisch Partenkirchen,Skiing,Ski Jumping,"ERIKSSON, Sven",SWE,Sweden,Men,K90 Individual (70M),Silver
1948,St.Moritz,Bobsleigh,Bobsleigh,"BICKFORD, James John",USA,United States,Men,Four-Man,Bronze
1948,St.Moritz,Bobsleigh,Bobsleigh,"DUPREE, Donald",USA,United States,Men,Four-Man,Bronze
1948,St.Moritz,Bobsleigh,Bobsleigh,"DUPREE, William",USA,United States,Men,Four-Man,Bronze
1948,St.Moritz,Bobsleigh,Bobsleigh,"HICKS, Thomas",USA,United States,Men,Four-Man,Bronze
1948,St.Moritz,Bobsleigh,Bobsleigh,"D'AMICO, William",USA,United States,Men,Four-Man,Gold
1948,St.Moritz,Bobsleigh,Bobsleigh,"MARTIN, Patrick Henry",USA,United States,Men,Four-Man,Gold
1948,St.Moritz,Bobsleigh,Bobsleigh,"RIMKUS, Edward",USA,United States,Men,Four-Man,Gold
1948,St.Moritz,Bobsleigh,Bobsleigh,"TYLER, Francis William",USA,United States,Men,Four-Man,Gold
1948,St.Moritz,Bobsleigh,Bobsleigh,"HOUBEN, Max",BEL,Belgium,Men,Four-Man,Silver
1948,St.Moritz,Bobsleigh,Bobsleigh,"MANSVELD, Freddy",BEL,Belgium,Men,Four-Man,Silver
1948,St.Moritz,Bobsleigh,Bobsleigh,"MOUVET, Jacques",BEL,Belgium,Men,Four-Man,Silver
1948,St.Moritz,Bobsleigh,Bobsleigh,"NIELS, Louis-Georges",BEL,Belgium,Men,Four-Man,Silver
1948,St.Moritz,Bobsleigh,Bobsleigh,"CARRON, Schuyler",USA,United States,Men,Two-Man,Bronze
1948,St.Moritz,Bobsleigh,Bobsleigh,"FORTUNE, Frederick Joseph",USA,United States,Men,Two-Man,Bronze
1948,St.Moritz,Bobsleigh,Bobsleigh,"ENDRICH, Felix",SUI,Switzerland,Men,Two-Man,Gold
1948,St.Moritz,Bobsleigh,Bobsleigh,"WALLER, Friedrich",SUI,Switzerland,Men,Two-Man,Gold
1948,St.Moritz,Bobsleigh,Bobsleigh,"EBERHARD, Paul Hans",SUI,Switzerland,Men,Two-Man,Silver
1948,St.Moritz,Bobsleigh,Bobsleigh,"FEIERABEND, Fritz",SUI,Switzerland,Men,Two-Man,Silver
1948,St.Moritz,Bobsleigh,Skeleton,"CRAMMOND, John",GBR,United Kingdom,Men,Individual,Bronze
1948,St.Moritz,Bobsleigh,Skeleton,"BIBBIA, Nino",ITA,Italy,Men,Individual,Gold
1948,St.Moritz,Bobsleigh,Skeleton,"HEATON, John",USA,United States,Men,Individual,Silver
1948,St.Moritz,Ice Hockey,Ice Hockey,"BÄNNINGER, Hans",SUI,Switzerland,Men,Ice Hockey,Bronze
1948,St.Moritz,Ice Hockey,Ice Hockey,"BIELER, Alfred",SUI,Switzerland,Men,Ice Hockey,Bronze
1948,St.Moritz,Ice Hockey,Ice Hockey,"BOLLER, Heinrich",SUI,Switzerland,Men,Ice Hockey,Bronze
1948,St.Moritz,Ice Hockey,Ice Hockey,"CATTINI, Ferdinand",SUI,Switzerland,Men,Ice Hockey,Bronze
1948,St.Moritz,Ice Hockey,Ice Hockey,"CATTINI, Hans",SUI,Switzerland,Men,Ice Hockey,Bronze
1948,St.Moritz,Ice Hockey,Ice Hockey,"DÜRST, Hans",SUI,Switzerland,Men,Ice Hockey,Bronze
1948,St.Moritz,Ice Hockey,Ice Hockey,"DÜRST, Walter Paul",SUI,Switzerland,Men,Ice Hockey,Bronze
1948,St.Moritz,Ice Hockey,Ice Hockey,"HANDSCHIN, Emil",SUI,Switzerland,Men,Ice Hockey,Bronze
1948,St.Moritz,Ice Hockey,Ice Hockey,"LOHRER, Heini",SUI,Switzerland,Men,Ice Hockey,Bronze
1948,St.Moritz,Ice Hockey,Ice Hockey,"LOHRER, Werner",SUI,Switzerland,Men,Ice Hockey,Bronze
1948,St.Moritz,Ice Hockey,Ice Hockey,"PERL, Reto",SUI,Switzerland,Men,Ice Hockey,Bronze
1948,St.Moritz,Ice Hockey,Ice Hockey,"POLTERA, Gebhard",SUI,Switzerland,Men,Ice Hockey,Bronze
1948,St.Moritz,Ice Hockey,Ice Hockey,"POLTERA, Ulrich",SUI,Switzerland,Men,Ice Hockey,Bronze
1948,St.Moritz,Ice Hockey,Ice Hockey,"RÜEDI, Beat",SUI,Switzerland,Men,Ice Hockey,Bronze
1948,St.Moritz,Ice Hockey,Ice Hockey,"SCHUBIGER, Otto",SUI,Switzerland,Men,Ice Hockey,Bronze
1948,St.Moritz,Ice Hockey,Ice Hockey,"TORRIANI, Richard",SUI,Switzerland,Men,Ice Hockey,Bronze
